titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion
El capote (Trad. Irene Tchernova),Nikolái Gógol,"Clásico, Relato",N/A,"Aunque por su corta extensión esta obra sea difícil considerarla una novela, es tan completa en su trama y tan rica en metáforas y significado que merece consideración especial. Desde mi punto de vista es uno de los mejores cuentos de todos los tiempos. 'El capote', publicado en 1842, es un cuento clásico para disfrutar y, sobre todo, para quienes se reconozcan como aspirantes a cuentistas. Tiene el mérito de haber sido destacado por el mismo Dostoievski, como un cuento canónico, en su conocida frase: ""Todos crecimos bajo el capote de Gogol"". Es una historia dramática, la adquisición y pérdida de un abrigo nuevo por un funcionario con recursos escasos, pero uno puede crearle múltiples lecturas; una, considerarla como una metáfora. Akakiy Akakiyevich logra en un momento de su vida apasionarse por algo. Encuentra el deseo, logra esa fiebre magnífica de desear algo. Es condición que ese algo sea contingente, una nada enmascarada que desaparecerá. Finalmente la pasión por su nuevo capote le dará un sentido a esa vida gris e imposibilitada y el lector podrá solidarizarse con el protagonista. La humanidad y la ternura de esta historia son de carácter universal. Hay quienes pueden reinventarse capotes por los que apasionarse en cada tramo de su vida, quienes renuevan su capote insistentemente, y sin haberlo previsto, dejan por herencia el puro afán de procurarse abrigos. Eso de lo incesante de la vida es el deseo, la herencia estructurante y mayor.",https://ww3.lectulandia.co/book/el-capote-trad-irene-tchernova/,Clásico,2026-09-06 12:20:50
El capote (Trad. Víctor Gallego),Nikolái Gógol,"Clásico, Relato",N/A,"Aunque por su corta extensión esta obra sea difícil considerarla una novela, es tan completa en su trama y tan rica en metáforas y significado que merece consideración especial. Desde mi punto de vista es uno de los mejores cuentos de todos los tiempos. El capote, publicado en 1842, es un cuento clásico para disfrutar y, sobre todo, para quienes se reconozcan como aspirantes a cuentistas. Tiene el mérito de haber sido destacado por el mismo Dostoievski, como un cuento canónico, en su conocida frase: “Todos crecimos bajo el capote de Gogol”. Es una historia dramática, la adquisición y pérdida de un abrigo nuevo por un funcionario con recursos escasos, pero uno puede crearle múltiples lecturas; una, considerarla como una metáfora. Akakiy Akakiyevich logra en un momento de su vida apasionarse por algo. Encuentra el deseo, logra esa fiebre magnífica de desear algo. Es condición que ese algo sea contingente, una nada enmascarada que desaparecerá. Finalmente la pasión por su nuevo capote le dará un sentido a esa vida gris e imposibilitada y el lector podrá solidarizarse con el protagonista. La humanidad y la ternura de esta historia son de carácter universal. Hay quienes pueden reinventarse capotes por los que apasionarse en cada tramo de su vida, quienes renuevan su capote insistentemente, y sin haberlo previsto, dejan por herencia el puro afán de procurarse abrigos. Eso de lo incesante de la vida es el deseo, la herencia estructurante y mayor.",https://ww3.lectulandia.co/book/el-capote-trad-victor-gallego/,Clásico,2026-09-06 12:20:52
Callejón sin salida,"Charles Dickens, Wilkie Collins","Clásico, Drama, Intriga",N/A,"En el Londres de mediados del siglo XIX, la vida cotidiana de un joven hombre de negocios se complica de forma repentina. Una difícil promesa hecha a un amigo, la traición de alguien en quien confía y el deseo de ser digno de su amada van a dar un giro a su existencia. Callejón sin salida es una fascinante novela de intriga, pero, sobre todo, es el fruto más destacado de la singular amistad y colaboración literaria de sus autores. Durante el proceso de creación, Dickens y Collins trabajaron cada capítulo casi de forma artesanal, construyendo un relato de tensa trama en el que se funden el amor, la crítica social, el humor, la ironía, la aventura y el drama, hasta culminar en un inesperado desenlace. Una vez leída esta obra admirable, se confirma la impresión de que cada autor ha aportado lo mejor de su oficio. Ahí están, sin duda, el maestro del suspense Wilkie Collins, y el genial pintor de caracteres que es Charles Dickens.",https://ww3.lectulandia.co/book/callejon-sin-salida/,Clásico,2026-09-06 12:20:54
Sherlock Holmes. La colección completa,Arthur Conan Doyle,"Clásico, Intriga, Policíaco, Recopilación",Sherlock Holmes,"Sherlock Holmes, personaje ficticio creado en 1887 por Sir Arthur Conan Doyle, es un «detective asesor» en el Londres de finales del siglo XIX, que destaca por su inteligencia y hábil uso de la observación y el razonamiento deductivo para resolver casos difíciles. Es protagonista de una serie de 4 novelas y 56 relatos de ficción, que componen el «canon holmesiano», publicados en su mayoría por ""The Strand Magazine""",https://ww3.lectulandia.co/book/sherlock-holmes-la-coleccion-completa/,Clásico,2026-09-06 12:20:57
Robinson Crusoe,Daniel Defoe,"Aventuras, Clásico",N/A,"Año: 1719 Sinopsis: La vida y extrañas y sorprendentes aventuras de Robinson Crusoe, publicada en 1719, no es solo uno de los clásicos más leídos de todos los tiempos, sino que, en rigor, se trata de la primera de las grandes novelas inglesas, un texto fundacional. La historia es de todos conocida: Robinson Crusoe naufraga y acaba, solo, en una isla desierta. Poco a poco descubrirá que no está tan solo en la isla, habitada también por los caníbales. Con los restos de su barco, construirá una cabaña y una balsa. Salvará de los caníbales a un nativo, Viernes, que se convertirá en su fiel escudero. Además de una novela de aventuras, llena de inolvidables personajes, Robinson Crusoe es una de las primeras reflexiones narrativas sobre la soledad, la sociedad y las relaciones humanas.",https://ww3.lectulandia.co/book/robinson-crusoe/,Clásico,2026-09-06 12:20:59
El sabueso de los Baskerville,Arthur Conan Doyle,"Clásico, Intriga, Policíaco",Sherlock Holmes,"Año: 1902 Sinopsis: Holmes y Watson son llamados a investigar los extraños crímenes aparentemente relacionados con la antigua maldición que pesa sobre la familia Baskerville. El ""asesino"" parecer ser un ""animal enorme y negro con forma de perro, aunque mayor que ningún otro visto jamás por criatura humana"". Atraídos por el misterio del caso, nuestros protagonistas se ven pronto envueltos en un laberinto de antiguas supersticiones y oscuras venganzas, en el escenario amenazador y siniestro de los páramos de Dartmoor.",https://ww3.lectulandia.co/book/el-sabueso-de-los-baskerville/,Clásico,2026-09-06 12:21:02
Anaconda,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico, Terror",N/A,"Con la publicación de este libro (1921), Horacio Quiroga alcanzó gran repercusión entre la crítica y el público continental. Los cuentos aquí reunidos —aparecidos originalmente en publicaciones porteñas en los años anteriores— dan cuenta de un amplio periodo de su experiencia narrativa y vital: los primeros años en Buenos Aires, el deslumbramiento por la cinematografía, sus proyectos agrícolas en el Chaco, la profunda incursión en Misiones, el regreso a la capital… El relato epónimo es, quizás, uno de los más conocidos de la literatura latinoamericana. A través de sus páginas, quedan patente la admiración y la maravilla que sentía Quiroga por la selva y sus criaturas, al narrar magistralmente el encuentro de Anaconda con la bestia más temible de todas: el hombre. Contiene: • «Anaconda» • «El simún» • «Gloria tropical» • «El yaciyateré» • «Los fabricantes de carbón» • «El monte negro» • «En la noche» • «Polea loca» • «Dieta de amor» • «Miss Dorothy Phillips, mi esposa» Cuentos restituidos (suprimidos a partir de la 2.ª edición): • «El mármol inútil» • «Las rayas» • «La lengua» • «El vampiro» • «La mancha hiptálmica» • «La crema de chocolate» • «Los cascarudos» • «El divino» • «El canto del cisne»",https://ww3.lectulandia.co/book/anaconda-y-otros-cuentos/,Clásico,2026-09-06 12:21:05
El salvaje y otros cuentos,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico",N/A,"Horacio Quiroga, maestro indiscutido del relato latinoamericano, quiso frecuentemente compaginar sus libros con «cuentos de todos los colores»: diversidad de atmósferas, ambientes, temas y aun líneas ficcionales. Este volumen —reunión de relatos publicados anteriormente en revistas rioplatenses, entre 1906 y 1919— es una buena muestra de ello: se alternan metrópoli (Buenos Aires, París) y medio rural (Misiones, el Paraná), historias románticas de folletín, alegoría, realismo fotográfico, ecos modernistas, e incursiones en lo fantástico, como en el propio cuento que da nombre al libro.",https://ww3.lectulandia.co/book/el-salvaje-y-otros-cuentos/,Clásico,2026-09-06 12:21:07
Cumbres borrascosas,Emily Brontë,"Clásico, Drama, Romántico",N/A,"La poderosa y hosca figura de Heathcliff domina Cumbres Borrascosas, novela apasionada y tempestuosa cuya sensibilidad se adelantó a su tiempo. Los brumosos y sombríos páramos de Yorkshire son el singular escenario donde se desarrolla con fuerza arrebatadora esta historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte y que hacen de ella una de las obras más singulares y atractivas de todos los tiempos.",https://ww3.lectulandia.co/book/cumbres-borrascosas/,Clásico,2026-09-06 12:21:10
El valle del terror,Arthur Conan Doyle,"Clásico, Intriga, Policíaco",Sherlock Holmes,"En 2014 se cumplieron los cien años de la publicación por entregas de El valle del terror . Se editó en formato de libro al año siguiente, en 1915, y fue la cuarta y última de las novelas de Sherlock Holmes, una obra que en sus dos partes encubre lo que en realidad son dos novelas cortas conectadas por un epílogo, dos relatos unidos en esa estructura bipartita, como en Estudio en escarlata. Ocupa aquí un lugar central la maléfica figura del maquinador Moriarty, profesor de matemáticas y ciencias del joven Holmes y ahora encarnación del mal, urdidor de crímenes y enemigo del detective. La articulación de las dos partes de la novela, como en otras de la serie, responde a dos esquemas narrativos y temporales muy diferentes. Si el primero - La tragedia de Birlstone - es un relato detectivesco clásico narrado por Watson y con el enigma de un misterioso crimen cuyas claves desvela Holmes con su penetrante método deductivo, el segundo - Los camorreros - es un flashback narrado en tercera persona y centrado en la figura del muerto y en los antecedentes que explican el relato de la primera parte. Y es precisamente la segunda parte la que es una pequeña obra maestra sobre una banda de gánsters, un relato que ejerció una notable influencia sobre Dashiel Hammet en Cosecha roja y se tiene como una obra precursora de la novela negra.",https://ww3.lectulandia.co/book/el-valle-del-terror/,Clásico,2026-09-06 12:21:12
El sabor de la venganza,Pío Baroja,"Clásico, Histórico, Relato",Memorias de un hombre de acción,"El sabor de la venganza se fecha en Madrid, entre 1920 y 1921. El supuesto narrador, Don Pedro Leguía, recoge la de Aviraneta, ya en la extrema vejez, hacia 1870 sus recuerdos de fechas distintas: los primeramente relatados se centran en la época en que fue procesado y preso en la cárcel de Corte; 1834. La vida carcelaria da ocasión al novelista para hacer desfilar a una serie de tipos extremados, desde el angélico Padre Anselmo a matones y facinerosos. Tras la descripción narra el relato de una intriga en que aparecen personajes reales, entre ellos el policía Francisco García Chico. Como consecuencia de esta historia, en la segunda parte, que pasa en 1854, cuando la revolución madrileña, se describe la muerte del mismo policía a manos del pueblo, Baroja utilizó recuerdos de personas que habían sido testigos del terrible final de aquél. Fue otra ocasión en que Aviraneta estuvo en la cárcel. La tercera parte del volumen titulada, «La casa de la calle de la Misericordia», está basada, ante todo, en la impresión que produjo al novelista el hecho de haber vivido bastantes años en la antigua residencia de los capellanes de las Descalzas Reales, de Madrid, Misericordia 2. El carácter complicado, y tétrico del viejo edificio le dio pie para poblarlo de personajes también siniestros y para fabular una historia romántica, que termina en crimen. Por eso este relato se publicó aislado en 1926, con el título de «La casa del crimen» como número primero de «La novela mundial». El penúltimo relato del volumen es otro episodio carcelario de 1834 y el último un vivo episodio político que termina con la huida de Aviraneta basado en escritos de este.",https://ww3.lectulandia.co/book/el-sabor-de-la-venganza/,Clásico,2026-09-06 12:21:15
